Student_Roll_no,Name,Gender,DOB,Father's_Name,Mother's_Name,School_code,English,English_Grade,Mathematics,Mathematics_Grade,Social_Science,Social_Science_Grade,Hindi,Hindi_Grade,Science,Science_Grade
688,Timothy Moore,Male,24-12-2008,Daniel Watkins,Shelley Charles,5010,81,A2,57,C1,28,E1,37,D,90,A2
689,Laurie Sosa,Female,10-05-2008,David Vaughn,Jennifer Marsh,5010,24,E1,62,B2,54,C1,25,E1,74,B1
690,Kayla Cole,Male,07-09-2008,Paul Cohen,Heather Anderson,5010,77,B1,15,E2,25,E1,20,E2,18,E2
691,Mark Montes,Male,04-12-2009,John Jones,Crystal Fisher,5010,19,E2,23,E1,15,E2,23,E1,20,E2
692,Carl Thompson,Female,08-02-2009,James Smith,April Kidd,5010,43,C2,51,C1,59,C1,88,A2,13,E2
693,Robert Sanders,Male,21-08-2008,Jeffrey Hayden,Dana Jimenez,5010,52,C1,58,C1,41,C2,94,A1,11,E2
694,Luke Jones,Female,01-10-2008,William Cabrera,Patricia Hartman,5010,86,A2,74,B1,13,E2,95,A1,38,D
695,James Warner,Male,24-07-2008,Kenneth Gay,Stephanie Stevenson,5010,94,A1,11,E2,89,A2,32,D,15,E2
696,Daniel Brown,Male,28-08-2009,Darius Garcia,Judith Rice,5010,42,C2,86,A2,42,C2,72,B1,47,C2
697,Anthony Ellis,Male,17-08-2008,Jon Ross,Mercedes Stevens,5010,67,B2,38,D,73,B1,36,D,64,B2
698,Michael Reed,Male,27-03-2009,Robert Brown,Amanda Harmon,5010,83,A2,58,C1,28,E1,79,B1,84,A2
699,Anthony Conway,Female,18-08-2009,Charles Smith,Pamela Mcgrath,5010,10,E2,17,E2,42,C2,65,B2,99,A1
700,Michael Curtis,Male,19-11-2008,Jon Campbell,Diana Allen,5010,76,B1,63,B2,83,A2,40,D,69,B2
701,Alan Acevedo,Female,21-09-2008,Robert Martin,Natalie Jones,5010,17,E2,47,C2,67,B2,17,E2,76,B1
702,Jennifer Thompson,Female,31-03-2009,Robert Brown,Cassie Garcia,5010,83,A2,64,B2,87,A2,10,E2,30,E1
703,Anthony Oconnor,Female,14-01-2008,Daniel Davidson,Leslie Bridges,5010,28,E1,61,B2,99,A1,32,D,44,C2
704,Mary Anderson,Male,02-08-2008,Daniel Yoder,Laurie Davidson,5010,27,E1,37,D,77,B1,52,C1,84,A2
705,Arthur Garcia,Male,20-02-2009,Dr. Samuel Buckley Jr.,Lisa Sanders,5010,17,E2,58,C1,33,D,53,C1,98,A1
706,Melissa Kaiser,Male,18-03-2009,Mark Gonzalez,Nicole Williams,5010,31,D,96,A1,67,B2,38,D,70,B2
707,Ryan Gonzales,Female,05-11-2008,Ryan Larsen,Lori Bradley,5010,23,E1,88,A2,36,D,90,A2,33,D
708,Ronald Harrison,Male,08-02-2008,Mr. Terry Carter,Kelly Andersen,5010,54,C1,87,A2,27,E1,64,B2,42,C2
709,Paul Rodgers,Female,15-02-2008,Kenneth Herrera,Kristen Lopez,5010,47,C2,90,A2,84,A2,53,C1,69,B2
710,Stephen Jordan,Female,21-03-2009,Steven Perkins,Audrey Burgess DVM,5010,80,B1,12,E2,32,D,62,B2,45,C2
711,Joseph Rogers,Female,03-10-2009,Carl Johnson,Elizabeth Miller,5010,78,B1,54,C1,50,C2,11,E2,24,E1
712,Peggy Jensen,Male,04-02-2008,Steven Mcdaniel,Ashley Salas,5010,77,B1,80,B1,98,A1,88,A2,85,A2
713,Amber Jones,Female,10-08-2008,Thomas Thompson,Dr. Rebecca King DDS,5010,40,D,88,A2,99,A1,28,E1,45,C2
714,Claudia Johnson,Female,01-02-2009,Lee Petty,Cindy Lucas,5010,66,B2,58,C1,75,B1,58,C1,50,C2
715,Cynthia Rodriguez,Male,07-09-2009,Gregory Fowler,Teresa Simpson,5010,31,D,15,E2,10,E2,40,D,29,E1
716,Mary Webster,Female,25-09-2008,Christopher Rivera,Kimberly Johnston,5010,84,A2,27,E1,78,B1,88,A2,10,E2
717,Kelsey Johnson,Female,18-01-2008,Travis Padilla,Katherine Mcconnell,5010,95,A1,52,C1,28,E1,70,B2,94,A1
718,Cassidy Williams,Male,23-06-2009,Mr. Danny Nelson,Ashlee Palmer,5010,93,A1,73,B1,15,E2,67,B2,82,A2
719,Michael Vargas,Male,17-11-2009,Robert Jordan,Angela Romero,5010,57,C1,56,C1,37,D,20,E2,42,C2
720,Anna Gonzalez,Male,24-04-2009,Mark Osborne,Sarah Jones,5010,15,E2,70,B2,66,B2,14,E2,68,B2
721,Linda Garrett,Female,15-11-2009,Cody Thornton,Mary Brown,5010,88,A2,26,E1,41,C2,58,C1,24,E1
722,Christy Ballard,Female,16-07-2009,Jason Fischer,Samantha Villa,5010,31,D,15,E2,99,A1,85,A2,66,B2
723,Monique Flores,Female,06-11-2008,Seth Walsh,Katelyn Yates,5010,50,C2,79,B1,68,B2,74,B1,46,C2
724,Julie Cowan,Male,06-02-2008,Ryan Smith,Valerie Perry,5010,30,E1,31,D,60,C1,18,E2,65,B2
725,Holly Perez,Male,29-08-2009,Michael Castillo,Donna Moreno,5010,52,C1,74,B1,99,A1,26,E1,79,B1
726,Rebecca Jackson,Female,15-01-2008,Anthony Hart,Crystal Coffey,5010,38,D,93,A1,13,E2,98,A1,37,D
727,Amy Marshall,Male,27-12-2008,Miguel Cowan,Danielle Rodriguez,5010,63,B2,90,A2,83,A2,84,A2,73,B1
728,Edward Larson,Female,15-11-2008,Brian Cooper,Terri Mitchell,5010,94,A1,64,B2,85,A2,98,A1,51,C1
729,Travis Wells,Male,04-12-2009,Anthony Bradley,Tonya Terry,5010,93,A1,64,B2,61,B2,76,B1,19,E2
730,Matthew Reyes,Male,24-02-2008,David Norris,Deanna Stanton,5010,57,C1,48,C2,79,B1,47,C2,31,D
731,Victoria Nguyen,Male,07-02-2009,Marc Sweeney,Ann Miles,5010,61,B2,71,B1,78,B1,82,A2,80,B1
732,Donald Lopez,Female,10-03-2009,Anthony Wilkinson,Margaret Francis,5010,35,D,27,E1,30,E1,51,C1,83,A2
733,Edward Jones,Male,10-11-2008,Jimmy Smith,Marilyn Reynolds,5010,45,C2,37,D,82,A2,60,C1,11,E2
734,Dr. Kristine Mcmahon,Male,01-03-2009,Eric Phillips,Angel Huber,5010,24,E1,68,B2,42,C2,96,A1,22,E1
735,Kevin Lester,Male,04-01-2009,Mark Hernandez,Erica Brown,5010,24,E1,37,D,64,B2,83,A2,84,A2
736,Samantha Black,Female,10-09-2008,George Boyer,Elizabeth Douglas,5010,77,B1,30,E1,77,B1,90,A2,90,A2
737,Kathleen Walsh,Female,11-05-2009,Philip Ramos,Lauren Phillips,5010,40,D,71,B1,14,E2,95,A1,95,A1
738,Brooke Watson,Male,08-12-2009,Nicholas Boyer,Jessica Hall,5010,44,C2,47,C2,63,B2,57,C1,60,C1
739,Anthony Gonzalez,Female,16-02-2008,Jimmy Kelly,Valerie Gray,5010,12,E2,39,D,94,A1,93,A1,80,B1
740,Matthew Mitchell,Female,14-02-2009,Harold Wright,Kayla Nolan,5010,48,C2,84,A2,75,B1,35,D,41,C2
741,Anthony Scott,Female,09-11-2008,Christopher Schneider,Melissa Walsh,5010,98,A1,12,E2,54,C1,73,B1,74,B1
742,Walter Davis,Female,09-06-2008,Timothy Brooks,Monica Kelley,5010,54,C1,43,C2,49,C2,25,E1,73,B1
743,Stephen Hines DDS,Male,17-02-2008,Lawrence Turner,Cassidy Thomas,5010,62,B2,50,C2,13,E2,29,E1,50,C2
744,Tyler Lewis,Female,15-01-2009,George Roberts,Alicia Davis,5010,58,C1,79,B1,22,E1,47,C2,21,E1
745,Ashley Scott,Female,10-11-2008,Chad Willis,Laura Walker,5010,51,C1,18,E2,13,E2,49,C2,44,C2
746,Derek Johnson,Female,20-10-2008,Brandon Cruz,Tiffany Peterson,5010,41,C2,15,E2,86,A2,48,C2,11,E2
747,Kyle Holloway,Female,11-06-2009,William Chang,Mackenzie Sims,5010,27,E1,84,A2,47,C2,63,B2,23,E1
748,Andrew Hopkins,Female,08-03-2009,Brian Gonzalez,Mrs. Emily Moreno,5010,98,A1,93,A1,32,D,92,A1,50,C2
749,Deborah Barnes,Female,19-01-2008,Michael Foley,Michelle Ford,5010,19,E2,36,D,14,E2,87,A2,20,E2
750,Martha Morris,Male,12-03-2008,Nathan Zuniga,Nancy Ross MD,5010,84,A2,15,E2,84,A2,89,A2,47,C2
751,Lisa Tran,Male,14-09-2009,Robert Salinas,Cheryl Green,5010,48,C2,64,B2,24,E1,82,A2,83,A2
752,Kathleen Vasquez,Male,21-10-2008,James Roberts,Cynthia Thompson,5010,21,E1,13,E2,79,B1,55,C1,30,E1
753,Lori Washington,Female,12-10-2009,Andrew Stephens,Heather Vasquez,5010,99,A1,48,C2,38,D,77,B1,27,E1
754,Danielle Hood,Male,11-03-2009,Mr. Brandon Mcmillan,Jennifer Cain,5010,66,B2,40,D,57,C1,23,E1,43,C2
755,Michael Lopez,Male,21-03-2009,John Anthony,Kayla Newton,5010,39,D,29,E1,21,E1,82,A2,91,A1
756,Timothy Lane,Male,03-05-2008,Joseph Cox,Catherine Holden,5010,26,E1,47,C2,94,A1,68,B2,74,B1
757,Jennifer Brown,Female,26-04-2009,Carl Holden,Rebecca Berry,5010,31,D,52,C1,62,B2,11,E2,33,D
758,Robert Hart,Male,14-02-2009,Tanner Stanley,Kimberly Atkins,5010,40,D,17,E2,69,B2,27,E1,34,D
759,Sharon Gross,Male,12-08-2008,Michael Olsen,Cheryl Jones,5010,88,A2,25,E1,18,E2,38,D,60,C1
760,Andrea Jacobs,Male,09-02-2009,Steven Cunningham,Tonya Moon,5010,96,A1,87,A2,75,B1,21,E1,17,E2
761,Aaron Nunez,Female,31-03-2008,Benjamin Bray,Andrea Johnson,5010,18,E2,27,E1,22,E1,37,D,85,A2
762,Jessica Hammond,Male,02-08-2008,Scott Jones,Kara Johnson,5010,40,D,40,D,40,D,85,A2,73,B1
763,Lynn Dudley,Male,30-07-2009,Brian Williams,Jessica Ruiz,5010,44,C2,67,B2,24,E1,71,B1,63,B2
764,Joseph Leach,Female,15-01-2009,Lance Grant,Paula Marshall,5010,89,A2,40,D,13,E2,11,E2,47,C2
765,Sandra Jenkins,Female,18-11-2009,Timothy Stevens,Catherine Johnson,5010,72,B1,75,B1,77,B1,40,D,10,E2
766,Paul Crawford PhD,Male,05-03-2009,Robert Gonzalez,Yvonne Pugh,5010,74,B1,26,E1,35,D,74,B1,66,B2
767,Shannon Fuller,Male,11-12-2008,Paul Pennington,Sandy Patterson,5010,15,E2,51,C1,80,B1,36,D,39,D
768,Michael Cain,Female,24-07-2009,David Roberts,Rachel Anderson,5010,59,C1,46,C2,62,B2,72,B1,53,C1
769,Maria Walker,Female,15-04-2008,Jonathan Johnson,Cynthia Thomas,5010,92,A1,55,C1,91,A1,63,B2,13,E2
770,Mrs. Donna Adams,Male,02-08-2008,Paul Porter,Brenda Jones,5010,50,C2,29,E1,83,A2,12,E2,20,E2
771,Sandra Brown,Female,31-05-2009,Brandon Clark,Carrie Rhodes,5010,31,D,67,B2,63,B2,57,C1,25,E1
772,Charles Fuentes,Female,20-02-2009,Mark Ford,Lisa Smith,5010,11,E2,55,C1,35,D,48,C2,98,A1
773,Emily Levine,Male,16-03-2008,Taylor Kim,Nicole Velazquez,5010,72,B1,71,B1,74,B1,76,B1,62,B2
774,Roberta Oliver,Male,11-04-2009,John Reynolds,Debra Craig,5010,22,E1,51,C1,17,E2,18,E2,95,A1
775,David Proctor,Male,01-04-2009,Michael Miller,Carol Reynolds,5010,68,B2,80,B1,35,D,18,E2,93,A1
776,Carl Ho,Male,04-10-2008,Charles Hopkins,Caitlin Maxwell,5010,44,C2,32,D,64,B2,27,E1,53,C1
777,Jeremy Fletcher,Female,26-11-2009,Darrell Miller,Jenny Shelton,5010,14,E2,32,D,58,C1,15,E2,79,B1
778,Karen Andrews,Female,21-04-2009,Paul Valenzuela,Jennifer Hinton,5010,33,D,64,B2,35,D,23,E1,15,E2
779,James Peck,Female,24-11-2008,Alexander Park,Jennifer Webb,5010,95,A1,23,E1,86,A2,26,E1,39,D
780,Jonathan Gonzalez,Male,08-01-2009,Steven Lopez,Alexis Nielsen,5010,97,A1,93,A1,63,B2,81,A2,47,C2
781,Christine Woods,Male,25-07-2009,John Kemp,Kendra Lara,5010,72,B1,39,D,50,C2,74,B1,52,C1
782,Lynn Smith,Female,23-03-2009,Nicholas Stewart,Chelsea Sutton,5010,54,C1,82,A2,44,C2,69,B2,84,A2
783,Brianna Mcknight,Female,30-04-2008,Donald Mccoy,Mary Blackwell,5010,35,D,40,D,58,C1,49,C2,25,E1
784,Deborah Adkins,Male,25-06-2008,Richard Clark,Jessica Riley,5010,70,B2,44,C2,56,C1,72,B1,48,C2
785,Mario Fernandez,Male,12-12-2009,Charles Day,Courtney Castaneda,5010,60,C1,13,E2,63,B2,96,A1,99,A1
786,Anna James,Male,10-07-2008,Brandon Santiago,Tammy Matthews,5010,20,E2,44,C2,10,E2,48,C2,90,A2
787,Lisa Payne,Female,12-08-2008,Albert Thomas,Heather Garcia,5010,29,E1,22,E1,72,B1,89,A2,50,C2
788,Steven Pham,Female,13-03-2009,Darren Norton,Amanda Sheppard,5010,95,A1,79,B1,98,A1,77,B1,28,E1
789,John Mcconnell,Male,17-09-2009,Sean Hicks,Amanda Walton,5010,30,E1,78,B1,26,E1,63,B2,88,A2
790,William Spencer,Female,20-02-2008,Ryan Mendoza,Meghan Peterson,5010,97,A1,38,D,48,C2,38,D,73,B1
791,Mary Horn,Female,16-06-2009,Michael Palmer,Pam Davies,5010,32,D,28,E1,77,B1,45,C2,33,D
792,Glenn Ramos,Female,10-01-2009,Troy Fisher,Alicia Scott,5010,18,E2,47,C2,82,A2,70,B2,27,E1
793,Ricardo Orozco,Male,19-12-2009,Noah Torres,Helen Harris,5010,11,E2,41,C2,13,E2,13,E2,66,B2
794,Robin Rowland,Female,23-06-2008,Richard Anderson,Tammy Wood,5010,70,B2,19,E2,29,E1,53,C1,28,E1
795,Devin Alexander,Female,29-12-2008,Brett Patel,Lori Reed,5010,46,C2,49,C2,39,D,57,C1,81,A2
796,David Perez,Male,08-10-2008,Paul Dawson,Cathy Martin,5010,67,B2,41,C2,81,A2,90,A2,98,A1
797,Stephen Mcdonald,Male,24-11-2008,Jeremiah Patel,Kristin Rodriguez,5010,12,E2,35,D,81,A2,45,C2,48,C2
798,Angela Russo DDS,Male,30-11-2009,Wayne Smith,Melissa Shepard,5010,48,C2,97,A1,74,B1,76,B1,74,B1
799,Brittany Watkins,Female,22-01-2009,Kenneth Mayer,Nicole Thompson,5010,30,E1,73,B1,77,B1,33,D,99,A1
800,Troy Warren,Female,14-10-2009,Peter Alvarado,Melissa Martin,5010,15,E2,21,E1,26,E1,36,D,30,E1
801,Tyler Hall,Female,30-01-2008,David Jackson,Christina Blair,5010,58,C1,70,B2,46,C2,63,B2,72,B1
802,Lori Webb,Male,17-06-2008,William Sheppard,Jackie Hall,5010,27,E1,92,A1,45,C2,54,C1,34,D
803,Stephanie Decker,Male,07-07-2009,Gregg Wiggins,Mary Johnson,5010,74,B1,97,A1,18,E2,71,B1,35,D
804,Tracey Morgan,Male,14-12-2008,Juan Grant,Mrs. Jane Harris,5010,77,B1,71,B1,16,E2,24,E1,11,E2
805,Angelica Taylor,Female,12-06-2008,Matthew Taylor,Regina Butler,5010,34,D,42,C2,85,A2,23,E1,94,A1
806,Christopher Bennett,Male,23-07-2009,Christopher Conway,Veronica Wilson,5010,97,A1,17,E2,39,D,17,E2,43,C2
807,Christopher Brooks,Male,24-09-2009,Leonard Long,Amy Garcia,5010,98,A1,48,C2,13,E2,86,A2,82,A2
808,Austin Williams,Female,13-11-2008,Timothy Vargas,Sally Lee,5010,69,B2,25,E1,26,E1,94,A1,67,B2
809,Lindsay Larson,Female,05-04-2009,Jason Walton,Brianna Morris,5010,88,A2,74,B1,47,C2,52,C1,35,D
810,Michael Walker,Male,20-10-2009,Tracy Hall,April Henderson,5010,94,A1,57,C1,91,A1,65,B2,42,C2
811,Kathleen Thompson,Male,01-12-2009,Michael Waller,Lisa Hall,5010,67,B2,82,A2,62,B2,15,E2,93,A1
812,Linda Banks,Male,22-02-2008,Jerome Gallegos,Chelsea Cowan,5010,86,A2,75,B1,20,E2,55,C1,93,A1
813,Patricia Mcbride,Male,27-10-2008,Patrick Smith,Rachel Payne MD,5010,59,C1,82,A2,28,E1,93,A1,67,B2
814,Mrs. Yolanda Ferguson DDS,Female,14-10-2008,Mark Smith,Brianna Phillips,5010,13,E2,56,C1,98,A1,84,A2,82,A2
815,Laurie Brown MD,Female,17-11-2008,Eric Chavez,Melissa Moore,5010,86,A2,32,D,70,B2,10,E2,78,B1
816,John Murphy,Female,11-02-2009,Keith Mcmillan,Julie Berry,5010,95,A1,95,A1,99,A1,11,E2,52,C1
817,Larry Harrington,Male,03-07-2009,Anthony Jones,Melissa Mcintosh,5010,42,C2,38,D,76,B1,39,D,80,B1
818,Brenda Browning,Male,02-03-2009,Stephen Cross,Elizabeth Hall,5010,20,E2,51,C1,33,D,36,D,23,E1
819,Jon Edwards,Male,09-12-2008,Patrick Cantrell,Anna Rivera,5010,93,A1,71,B1,34,D,80,B1,15,E2
820,Brenda Nguyen,Male,18-11-2008,Carl Patton,Paula Smith,5010,35,D,65,B2,71,B1,49,C2,42,C2
821,Grant Williams,Male,14-09-2008,Matthew Singleton,Laura Johnson,5010,68,B2,79,B1,81,A2,79,B1,96,A1
822,Joshua Walker,Male,20-06-2009,Jacob Rodriguez,Elizabeth Lamb,5010,86,A2,87,A2,75,B1,21,E1,43,C2
823,Tiffany Esparza,Female,11-08-2008,Kevin Fitzgerald,Kara Graves,5010,66,B2,94,A1,59,C1,30,E1,33,D
824,Calvin Thomas,Female,07-11-2008,Dennis Morales,Lisa Wilson,5010,37,D,60,C1,40,D,29,E1,99,A1
825,Ariana Lawson,Female,17-08-2009,Thomas Myers,Miranda Stewart,5010,89,A2,34,D,25,E1,23,E1,88,A2
826,Jonathan Flores,Female,27-12-2009,Kenneth Huffman,Heather Hobbs,5010,30,E1,24,E1,58,C1,26,E1,65,B2
827,Renee Larson,Male,17-07-2009,Michael Wall,Hailey Barrera,5010,62,B2,41,C2,80,B1,44,C2,14,E2
828,Jay Williams,Female,24-09-2008,Joshua Coleman,Amanda Espinoza,5010,82,A2,47,C2,33,D,68,B2,36,D
829,Kristin Reyes,Female,11-11-2008,Christopher Perez,Heather Brown,5010,12,E2,85,A2,95,A1,99,A1,67,B2
830,Jesse Griffith,Male,02-12-2009,Gabriel Curtis,Rachael Perez,5010,68,B2,88,A2,34,D,50,C2,52,C1
831,Kyle Medina,Female,18-08-2009,Jacob Roberts,Stacey Gomez,5010,78,B1,32,D,25,E1,23,E1,10,E2
832,Benjamin Schwartz,Female,01-06-2008,Gabriel Coleman,Jessica Tran,5010,25,E1,94,A1,17,E2,60,C1,76,B1
833,Julie Burton,Female,30-05-2009,Christopher Mayer,Mia Smith,5010,20,E2,79,B1,63,B2,35,D,67,B2
834,Adrian Pham,Male,24-08-2009,Charles Miller,Natalie Roberts,5010,78,B1,25,E1,77,B1,97,A1,66,B2
835,Michelle Valentine,Female,20-08-2008,Manuel Murray,Cindy Wallace,5010,46,C2,87,A2,82,A2,99,A1,98,A1
836,Michael Brown,Female,22-03-2008,John Wilson,Wendy Bailey,5010,12,E2,27,E1,51,C1,63,B2,17,E2
837,Matthew Smith,Male,05-01-2009,Brandon Mcdaniel,Crystal Perez,5010,63,B2,48,C2,56,C1,86,A2,89,A2
838,Laura Howard,Female,29-10-2008,Timothy Coleman,Jennifer Green,5010,45,C2,29,E1,46,C2,83,A2,38,D
839,Ronald Stanley,Male,03-06-2008,Joshua Carey,Sharon Allen,5010,98,A1,72,B1,17,E2,68,B2,23,E1
840,Kathy Mann,Male,25-11-2008,Jack Silva,Shannon Davis,5010,95,A1,92,A1,47,C2,96,A1,56,C1
841,Derrick Clark,Male,03-05-2009,Timothy Daniels,Christina Paul,5010,41,C2,35,D,86,A2,35,D,80,B1
842,Philip Ortega,Female,14-01-2008,Erik Powell,Brandy Munoz,5010,77,B1,30,E1,71,B1,55,C1,78,B1
843,Joshua Mills,Female,30-03-2008,Kenneth Byrd,Courtney Kennedy,5010,87,A2,51,C1,56,C1,45,C2,98,A1
844,Julie King,Male,28-08-2009,Carlos Baker,Samantha Stewart,5010,58,C1,12,E2,90,A2,45,C2,97,A1
845,Manuel Lin,Female,16-05-2009,Jeremy Hall,Laura Thomas,5010,53,C1,90,A2,12,E2,81,A2,39,D
846,Brandi Blackburn,Male,02-11-2008,Christopher Owens,Crystal Lynch,5010,69,B2,18,E2,32,D,41,C2,98,A1
847,Victoria King,Male,31-01-2008,Dustin Lynch Jr.,Jasmine Carter,5010,15,E2,93,A1,33,D,54,C1,31,D
848,Justin Diaz,Female,21-03-2008,Brandon Bell,Angela Torres,5010,94,A1,56,C1,42,C2,94,A1,13,E2
849,Patrick Wright,Male,20-12-2009,Jeffrey Powers,Jessica Anderson,5010,84,A2,72,B1,75,B1,17,E2,64,B2
850,Lindsey Duncan,Female,29-03-2009,Christopher Howard,Robin Richardson,5010,56,C1,60,C1,61,B2,99,A1,84,A2
851,Wendy Beck,Male,08-03-2008,Steven Hart,Andrea Smith,5010,70,B2,44,C2,18,E2,28,E1,20,E2
852,Lori Armstrong,Female,22-06-2008,William Salazar,Judy Romero,5010,14,E2,77,B1,87,A2,54,C1,18,E2
853,Joshua Lopez,Female,04-08-2009,Dave Le,Brittany Mendez,5010,87,A2,40,D,95,A1,64,B2,19,E2
854,Stephen Brown,Female,15-08-2009,Frank Stevens,Stephanie Zhang,5010,42,C2,80,B1,16,E2,87,A2,45,C2
855,Harry Warner,Male,08-03-2009,Robert Hartman,Ashley Preston,5010,44,C2,43,C2,13,E2,99,A1,12,E2
856,Ronald Lynch,Female,10-02-2009,John Taylor,Sarah Charles,5010,78,B1,82,A2,12,E2,90,A2,51,C1
857,Kimberly Young,Male,03-01-2008,Robert Watts,Amy Franklin,5010,12,E2,65,B2,42,C2,86,A2,36,D
858,Tracey Fowler,Male,28-10-2009,Matthew Mason,Brittany Lopez,5010,45,C2,44,C2,15,E2,22,E1,31,D
859,Laura Gentry,Female,05-06-2009,Aaron Morris,Brenda Barber,5010,13,E2,29,E1,80,B1,88,A2,38,D
860,Suzanne Morton,Male,15-09-2009,Jason Cox,Norma Bolton,5010,57,C1,38,D,55,C1,57,C1,60,C1
861,Danielle Parker,Male,17-01-2008,Tyler Barr,Patricia Moore,5010,26,E1,49,C2,41,C2,27,E1,67,B2
862,James Price MD,Female,10-11-2008,Geoffrey Bell,Diane Moore,5010,19,E2,97,A1,34,D,75,B1,68,B2
863,Chase Bell,Female,22-04-2009,Stephen Walton,Ana Bush,5010,55,C1,26,E1,89,A2,66,B2,48,C2
864,Christopher Horton,Female,09-01-2009,Christopher Watkins,Anna Odom,5010,68,B2,14,E2,29,E1,69,B2,71,B1
865,John Ford,Female,20-06-2009,Lance Maxwell,Lauren Randall,5010,99,A1,19,E2,83,A2,66,B2,58,C1
866,Kayla Frank,Male,29-04-2009,Colin Cooper,Isabel King,5010,99,A1,84,A2,80,B1,79,B1,77,B1
867,Nicole Hernandez,Female,11-05-2009,Ryan Brown,Judy Newman MD,5010,98,A1,31,D,20,E2,42,C2,79,B1
868,Laura Mann,Male,02-12-2008,Kevin Smith DDS,Martha Davis,5010,98,A1,89,A2,15,E2,71,B1,64,B2
869,Sarah Perry,Male,16-11-2008,Daniel Martin,Christina Benitez,5010,60,C1,97,A1,81,A2,24,E1,74,B1
870,Robert Porter,Male,25-03-2008,Gregory Scott,Tamara Perkins,5010,66,B2,45,C2,75,B1,85,A2,93,A1
871,John Johnson,Female,13-08-2009,Logan Jones,Lisa Zamora,5010,21,E1,95,A1,96,A1,87,A2,20,E2
872,Monica Taylor,Male,05-02-2009,Richard Walker,Melinda Howard,5010,32,D,24,E1,59,C1,71,B1,82,A2
873,Michael Mendoza,Male,13-05-2008,Michael Ryan,Suzanne Dudley,5010,76,B1,45,C2,67,B2,95,A1,44,C2
874,Leonard Walker,Female,27-10-2009,John Lane,Jennifer Barnes,5010,71,B1,16,E2,36,D,60,C1,31,D
875,Sharon Goodwin,Male,26-07-2009,Anthony Smith,Kelly Benjamin,5010,36,D,13,E2,43,C2,38,D,56,C1
876,Krystal Brown,Female,29-05-2008,Keith Peterson,Lisa Gibson,5010,56,C1,54,C1,98,A1,47,C2,81,A2
877,Juan Weber,Female,27-04-2009,Dr. Daniel Long,Ashley Lucas,5010,95,A1,85,A2,53,C1,54,C1,96,A1
878,Mary Wright,Female,18-03-2008,Fernando Hines,Susan King,5010,40,D,20,E2,94,A1,43,C2,12,E2
879,James Thomas,Female,22-12-2008,Jeremy Mason,Jordan Sanchez,5010,33,D,49,C2,40,D,43,C2,15,E2
880,Alan Pope,Male,08-07-2009,Robert Roach,Alisha Roberts,5010,69,B2,51,C1,18,E2,14,E2,66,B2
881,Kelly Marks,Male,19-11-2009,Glenn Holmes,Olivia Walsh,5010,74,B1,75,B1,83,A2,78,B1,13,E2
882,Heather Lee,Female,01-10-2009,Kyle Brewer,Terri Garcia,5010,12,E2,18,E2,99,A1,33,D,49,C2
883,James Davidson,Male,27-01-2009,Kevin Cruz,Tara Christensen,5010,69,B2,69,B2,62,B2,72,B1,48,C2
884,John Miller,Female,05-12-2008,Justin Silva,Sydney Perez,5010,87,A2,79,B1,58,C1,17,E2,35,D
885,Gabrielle Williams,Female,14-06-2009,James Henry,Laura Duke,5010,77,B1,82,A2,32,D,24,E1,59,C1
886,Jessica Johnson,Female,22-10-2008,Brian Ramirez,Sara Allen,5010,31,D,89,A2,79,B1,28,E1,43,C2
887,Connie Smith,Male,08-03-2009,Kent Moore,Amanda Sims,5010,46,C2,71,B1,45,C2,89,A2,86,A2
888,Todd Bradley,Male,09-05-2008,Christian Holmes,Kendra Allen,5010,61,B2,75,B1,13,E2,30,E1,57,C1
889,Adam Bush,Female,26-04-2009,Jonathan Allen,Darlene Hicks,5010,87,A2,79,B1,89,A2,46,C2,81,A2
890,Misty Lee,Female,31-03-2008,Billy Arnold,Sara Roberts,5010,74,B1,26,E1,96,A1,56,C1,23,E1
891,Kevin Young,Female,04-08-2009,Zachary Salinas,Jessica Leon,5010,52,C1,67,B2,62,B2,91,A1,96,A1
892,Jessica Farley,Male,12-05-2009,Blake Rodriguez,Angela Rivera,5010,67,B2,63,B2,38,D,64,B2,10,E2
893,Bradley Lawrence,Male,14-05-2009,Paul Schmidt,Colleen Herrera,5010,94,A1,21,E1,37,D,78,B1,99,A1
894,Julie Myers,Female,07-05-2008,Timothy Hill,Carla Chavez,5010,52,C1,59,C1,51,C1,82,A2,80,B1
895,Douglas Rocha,Male,13-12-2008,James Smith,Alexis Hernandez,5010,57,C1,26,E1,89,A2,18,E2,80,B1
896,Tiffany Pollard,Female,26-03-2008,Mark Watson,Kelly Richard,5010,71,B1,48,C2,46,C2,83,A2,36,D
897,Robin Hernandez,Male,25-07-2009,Christopher Chen,Jenna Lewis,5010,75,B1,41,C2,84,A2,77,B1,60,C1
898,Gary Garcia,Female,25-06-2008,Joshua Cantu,Anna Boyd,5010,15,E2,61,B2,39,D,38,D,83,A2
899,Jacob Guerrero,Female,27-12-2009,Garrett Garcia,Karen Lee,5010,13,E2,33,D,87,A2,62,B2,94,A1
900,Katherine Jordan,Male,22-10-2008,Brian Ray,Katherine Anderson,5010,60,C1,19,E2,62,B2,85,A2,47,C2
901,Gary Ramirez,Female,18-01-2009,John Smith,Amy Jackson,5010,53,C1,11,E2,87,A2,64,B2,17,E2
